"ID";"Name";"StationCapacity";"BikeParkingSlotsAmount";"global_id";"Longitude_WGS84";"Latitude_WGS84";"AdmArea";"District";"Location";"ClarificationOfLocation";"DepartmentalAffiliation";"OperOrgName";"OperOrgWebsite";"Photo";"geodata_center";"geoarea";
"623";"Пункт проката велосипедов № 615";"12";"";"880115717";"37.6699924";"55.7394363";"Центральный административный округ";"Таганский район";"Таганская ул., 31/22";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"e323ebca-60c9-427c-a928-1ebf593c9208";"0101000000C6489B4FC2D54240D5FC42D9A5DE4B40";"";
"624";"Пункт проката велосипедов № 650";"15";"";"880115743";"37.660107";"55.76547";"Центральный административный округ";"Басманный район";"Старая Басманная, 15с2 (Сад им. Баумана)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"3c6d3121-9222-47fb-bb53-e09af5da7d4a";"01010000002B6EDC627ED44240D908C4EBFAE14B40";"";
"625";"Пункт проката велосипедов № 652";"15";"";"880115772";"37.684929";"55.768817";"Центральный административный округ";"Басманный район";"Лефортовская пл. (2-ая Бауманская ул., 3)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"97df3e13-2730-44f4-896e-cff70c7dc224";"01010000007E8AE3C0ABD74240EECD6F9868E24B40";"";
"626";"Пункт проката велосипедов № 654";"15";"";"880115793";"37.6698876";"55.7655969";"Центральный административный округ";"Басманный район";"Токмаков пер., 12/20";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"8be40692-0dce-4752-a3c1-8376192dd618";"01010000007BFF7AE0BED54240A1B54714FFE14B40";"";
"628";"Пункт проката велосипедов № 22";"15";"";"880115856";"37.6101276";"55.7464818";"Центральный административный округ";"район Хамовники";"Кремлёвская наб., д.1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"da886117-4861-44a3-b8e9-9dc9411e0c83";"0101000000883144A918CE4240940733B78CDF4B40";"";
"629";"Пункт проката велосипедов № 23";"21";"";"880115898";"37.632794";"55.749635";"Центральный административный округ";"Таганский район";"Москворецкая наб. (Китайгородский пр., д.9, стр.2)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"e80c90e6-b83d-4010-8028-e68ab3200f91";"0101000000718DCF64FFD04240EE77280AF4DF4B40";"";
"630";"Пункт проката велосипедов № 24";"15";"";"880115935";"37.6386809";"55.7478923";"Центральный административный округ";"Таганский район";"Москворецкая наб., д.2А";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"394aeb60-1c06-4a8a-8c49-52b6e90f947c";"0101000000380AB54BC0D1424011B754EFBADF4B40";"";
"631";"Пункт проката велосипедов № 45";"18";"";"880115957";"37.596613";"55.769393";"Центральный административный округ";"Тверской район";"ул. Тверская, д.31/4, стр.2 (ст.м. Маяковская, выход на Тверскую ул.)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"89394fb9-b91e-4921-9e85-1d7de5fafd81";"010100000029AF95D05DCC4240BB6246787BE24B40";"";
"632";"Пункт проката велосипедов № 46";"18";"";"880115984";"37.6043076";"55.7657169";"Центральный административный округ";"Тверской район";"ул. Тверская, д.18";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"8b6efeef-0987-44ee-bf88-148ca58ca5e1";"0101000000B45C91F359CD42404CBFE90203E24B40";"";
"633";"Пункт проката велосипедов № 48";"18";"";"880116022";"37.5943833";"55.7712466";"Центральный административный округ";"Тверской район";"1-я Тверская-Ямская ул., д.4 (ст. м. Маяковская, выход на 1-ю Тверскую-Ямскую ул.)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"2dc714b4-bcfd-408c-a86f-d4df7b9f2ea3";"0101000000EF6481C014CC42405A136635B8E24B40";"";
"634";"Пункт проката велосипедов № 62";"18";"";"880116050";"37.5977164";"55.7434021";"Центральный административный округ";"район Хамовники";"ул. Пречистенка, д.12/2, стр.1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"ce307f92-6ce2-4d29-87c3-111b45875fb7";"0101000000352493F881CC42408CA3CDCC27DF4B40";"";
"635";"Пункт проката велосипедов № 63";"15";"";"880116073";"37.605304";"55.738605";"Центральный административный округ";"район Хамовники";"Пречистенская наб., д.15, стр.2";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"98405bad-9314-4481-9222-a17a768093a9";"0101000000A911FA997ACD4240BFD4CF9B8ADE4B40";"";
"636";"Пункт проката велосипедов № 69";"18";"";"880116104";"37.610879";"55.7390438";"Центральный административный округ";"район Якиманка";"Якиманская наб., д.2";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"1855a2fd-dafa-4af4-9377-a0443ce84ebe";"01010000001668774831CE4240E1A7BBFC98DE4B40";"";
"637";"Пункт проката велосипедов № 73";"12";"";"880116127";"37.6195157";"55.7362414";"Центральный административный округ";"район Якиманка";"ул. Большая Полянка, д.33/41, стр.1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"7f32d6a6-c624-48ca-9ca7-bfbda9d117c7";"0101000000E56D5B4A4CCF42400A7B7F283DDE4B40";"";
"638";"Пункт проката велосипедов № 74";"12";"";"880116155";"37.620018";"55.732180";"Центральный административный округ";"район Якиманка";"ул. Большая Полянка, д.50/1, стр.1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"d596dba3-0b11-4bcf-9fdf-ecf292e86a1e";"01010000003677F4BF5CCF424084640113B8DD4B40";"";
"639";"Пункт проката велосипедов № 86";"15";"";"880116170";"37.5916535";"55.7724933";"Центральный административный округ";"Тверской район";"1-я Тверская-Ямская ул., д.11";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"e32e8c1f-8e08-41a1-89af-27948b339ede";"01010000002F88484DBBCB424087F0790FE1E24B40";"";
"640";"Пункт проката велосипедов № 240";"27";"";"894466424";"37.5757323";"55.7460166";"Центральный административный округ";"район Арбат";"Смоленская наб., д.2";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"c05f436e-01b0-4bd5-9a71-4481f15280f7";"01010000001CE09398B1C94240F5A2D1787DDF4B40";"";
"641";"Пункт проката велосипедов № 296";"10";"";"894466429";"37.4960883";"55.6967984";"Западный административный округ";"район Раменки";"Мичуринский пр., д.38 (ст. м. Раменки)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"1fdd49bd-dce1-4377-a7c2-5cb0c85c010f";"0101000000D03648D27FBF4240DBF3A1B030D94B40";"";
"642";"Пункт проката велосипедов № 619";"15";"";"894466430";"37.6878922";"55.7246532";"Юго-Восточный административный округ";"Южнопортовый район";"Волгоградский пр-т, д.32, стр.21 (ст. м. Волгоградский пр-т, выход №2)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"bf6caa5c-0cb8-4efc-b3e5-3d13eb0819d3";"0101000000351603DA0CD842408B78A16FC1DC4B40";"";
"643";"Пункт проката велосипедов № 680";"12";"";"894466437";"37.7456143";"55.6137016";"Южный административный округ";"район Зябликово";"ст. м. Зябликово (выход №9)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"7effebbe-df15-44a6-92d0-8e049a95d021";"010100000008F7144A70DF42405EC026C68DCE4B40";"";
"644";"Пункт проката велосипедов № 682";"12";"";"894466446";"37.7434632";"55.6220611";"Южный административный округ";"район Зябликово";"ст. м. Шипиловская (выход №5)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"f2d91787-be64-482f-8e28-2dfb3ecb67bc";"0101000000C7E358CD29DF4240914EB8B29FCF4B40";"";
"645";"Пункт проката велосипедов № 683";"12";"";"894466447";"37.7426075";"55.626515";"Южный административный округ";"район Зябликово";"ул. Мусы Джалиля, вл.13а";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"88a28e0d-2ecd-4e40-ab8a-797bfb4fdadd";"0101000000D52137C30DDF42400ABABDA431D04B40";"";
"646";"Пункт проката велосипедов № 684";"12";"";"894466467";"37.7022624";"55.622981";"Южный административный округ";"район Орехово-Борисово Северное";"ул. Маршала Захарова, д.8, к.1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"2c2ab71f-34e7-4b9d-9724-9ad08ebf2131";"0101000000F19AFCBBE3D94240C38366D7BDCF4B40";"";
"647";"Пункт проката велосипедов № 685";"12";"";"894466469";"37.6946714";"55.6141672";"Южный административный округ";"район Орехово-Борисово Северное";"ст. м. Орехово (выход №3)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"7c740322-dfc7-4aef-8e95-7958aa4549aa";"0101000000B73B10FEEAD842405023E3079DCE4B40";"";
"648";"Пункт проката велосипедов № 686";"12";"";"894466479";"37.5548583";"55.8712028";"Северный административный округ";"Бескудниковский район";"Бескудниковский б-р, д.29, к.1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"95edbda3-62e7-4490-9b74-3cf0d4589d12";"01010000000335C69805C742408117C79283EF4B40";"";
"649";"Пункт проката велосипедов № 687";"12";"";"894466481";"37.5713646";"55.8647675";"Северный административный округ";"район Восточное Дегунино";"ул. Дубнинская, д.12, к.3";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"077c0a4e-31d1-4b41-a46d-6919d0147b84";"0101000000CB8BA77922C94240649291B3B0EE4B40";"";
"650";"Пункт проката велосипедов № 688";"15";"";"894466547";"37.5504943";"55.8736631";"Северный административный округ";"Бескудниковский район";"Бескудниковский б-р, д.35, стр.1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"c41618b3-fc7e-4686-a37c-8536a55f7499";"01010000003491E39876C642406A1C4531D4EF4B40";"";
"651";"Пункт проката велосипедов № 690";"15";"";"894466591";"37.5660673";"55.8818528";"Северный административный округ";"район Восточное Дегунино";"ул. 800-летия Москвы, д.11, к.1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"b670ba0b-8a8c-4639-84c2-eb3b12309624";"0101000000E26AAEE474C8424069F1738DE0F04B40";"";
"652";"Пункт проката велосипедов № 414";"13";"";"918963490";"37.609836";"55.789210";"Северо-Восточный административный округ";"район Марьина Роща";"ул. Образцова, д.19А";"ул. Образцова, д.19А";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"9c25fe24-3a99-42de-8574-4e5597333b48";"010100000034F6251B0FCE42408CD651D504E54B40";"";
"653";"Пункт проката велосипедов № 238";"18";"";"926242423";"37.57995";"55.74603";"Центральный административный округ";"район Арбат";"ул. Смоленская, д.8";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"d8e59e8b-c9c1-414a-9df0-e508f101b4c2";"010100000058A835CD3BCA4240DDEA39E97DDF4B40";"";
"654";"Пункт проката велосипедов № 275";"12";"";"926242424";"37.48227";"55.70524";"Западный административный округ";"район Очаково-Матвеевское";"ул. Матвеевская, вл.2 (ст. Матвеевская)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"2dd4e116-9c9b-4bd3-988e-875e1619fe79";"0101000000C4EBFA05BBBD424060EAE74D45DA4B40";"";
"655";"Пункт проката велосипедов № 454";"9";"";"926242425";"37.57197";"55.83351";"Северный административный округ";"Тимирязевский район";"Дмитровское ш., д.43, к.1 (ст. м. Петровско-Разумовская, выход №5)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"db2eee39-1a02-4c8a-91b4-2f8eb86afbcf";"010100000085251E5036C94240C971A774B0EA4B40";"";
"656";"Пункт проката велосипедов № 467";"12";"";"926242426";"37.57578";"55.84592";"Северо-Восточный административный округ";"район Марфино";"Гостиничный пр., д.8";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"a0909a08-eebc-45ae-a226-116695fe2daf";"01010000006FD8B628B3C942402384471B47EC4B40";"";
"657";"Пункт проката велосипедов № 468";"9";"";"926242433";"37.56728";"55.84727";"Северный административный округ";"Тимирязевский район";"Дмитровское ш., д.63, к.1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"96bf4f50-1116-46ac-bbd1-35c5b3b84510";"010100000062D68BA19CC84240E370E65773EC4B40";"";
"658";"Пункт проката велосипедов № 545";"9";"";"926242440";"37.4931";"55.79296";"Северо-Западный административный округ";"район Щукино";"ул. Народного Ополчения, д.46, к.1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"4796b350-8906-4248-9ff2-311c317cbd5b";"01010000002CD49AE61DBF4240A18499B67FE54B40";"";
"659";"Пункт проката велосипедов № 617";"9";"";"926242447";"37.71587";"55.75161";"Юго-Восточный административный округ";"район Лефортово";"ш. Энтузиастов, д.15/16 (ст. м. Авиамоторная, выход к ул. Красноказарменная)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"de324fae-5111-4dc2-b58f-d7b81d23d966";"01010000000118CFA0A1DB42405CACA8C134E04B40";"";
"660";"Пункт проката велосипедов № 661";"15";"";"926242452";"37.72517";"55.64333";"Юго-Восточный административный округ";"район Марьино";"Батайский пр-д (напротив д.33)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"22f79bb2-3f5b-4342-b17e-6f1265d4496a";"01010000002905DD5ED2DC424091442FA358D24B40";"";
"661";"Пункт проката велосипедов № 667";"9";"";"926242454";"37.79355";"55.63972";"Юго-Восточный административный округ";"район Капотня";"2-й квартал Капотни, д.18";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"5d2c12cd-aaad-4fcd-a9da-ca70e7983a25";"0101000000D3DEE00B93E542406E4C4F58E2D14B40";"";
"662";"Пункт проката велосипедов № 672";"9";"";"926242455";"37.66486";"55.6769";"Южный административный округ";"район Нагатинский Затон";"пр-т Андропова, д.27 (ст. м. Коломенская, выход №2)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"b52deea1-f6ec-4170-87be-04cef350b91d";"01010000009335EA211AD54240CA54C1A8A4D64B40";"";
"663";"Пункт проката велосипедов № 674";"9";"";"926242456";"37.64927";"55.65539";"Южный административный округ";"район Нагатино-Садовники";"ст. м. Каширская (северный вестибюль)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"620d0ed3-c305-4901-86fc-1b22b2273d53";"0101000000102384471BD342400E10CCD1E3D34B40";"";
"664";"Пункт проката велосипедов № 675";"9";"";"926242457";"37.66384";"55.64928";"Южный административный округ";"район Москворечье-Сабурово";"Каширское ш., д.31, стр.21";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"b0752b99-7c67-41dd-b89f-3581b9aba348";"010100000069E388B5F8D4424033F9669B1BD34B40";"";
"665";"Пункт проката велосипедов № 679";"15";"";"926242459";"37.76707";"55.6319";"Южный административный округ";"район Братеево";"ст. м. Алма-Атинская (выход №2)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"36081d34-92c0-4ff4-8215-f6783930a202";"010100000011DF89592FE24240D42B6519E2D04B40";"";
"666";"Пункт проката велосипедов № 694";"9";"";"926242460";"37.53481";"55.88628";"Северный административный округ";"Дмитровский район";"ул. Софьи Ковалевской, д.16";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"24675adc-f3dd-46c4-bf33-74a9ec21ab47";"010100000071C971A774C44240A88C7F9F71F14B40";"";
"667";"Пункт проката велосипедов № 699";"12";"";"926242464";"37.60077";"55.8846";"Северо-Восточный административный округ";"район Бибирево";"ул. Костромская, д.17 (ст. м. Бибирево, выход №2)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"c3ea827b-f19d-4d0b-97aa-af82d6c96840";"01010000007E350708E6CC42405305A3923AF14B40";"";
"668";"Пункт проката велосипедов № 705";"12";"";"926242487";"37.63073";"55.80808";"Северо-Восточный административный округ";"Останкинский район";"ул. Годовикова, д.9, стр.14";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"75aecf50-f8e2-4d10-9e2d-3cb56df1baa0";"0101000000944DB9C2BBD042409D465A2A6FE74B40";"";
"669";"Пункт проката велосипедов № 713";"15";"";"926242514";"37.55928";"55.85763";"Северный административный округ";"район Западное Дегунино";"ст. м. Верхние Лихоборы (вход №1)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"8e4575a1-4784-41ae-b24f-2f532261a757";"010100000048A7AE7C96C74240C408E1D1C6ED4B40";"";
"670";"Пункт проката велосипедов № 718";"15";"";"926242541";"37.59272";"55.77937";"Центральный административный округ";"Тверской район";"2-я Миусская ул., д.20, стр.3";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"";"876e4ac9-b5cc-4f0d-a0b8-db757059ffd5";"0101000000B2D7BB3FDECB4240E4BD6A65C2E34B40";"";
"671";"Пункт проката велосипедов № 751";"24";"";"1016696065";"37.56245";"55.7637";"Центральный административный округ";"Пресненский район";"ул. 1905 года, д.4, стр.2";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"bb76e542-4677-446d-a714-aafe3c75a3c1";"01010000004ED1915CFEC7424044FAEDEBC0E14B40";"";
"672";"Пункт проката велосипедов № 40";"12";"";"1035336771";"37.638913";"55.753189";"Центральный административный округ";"Таганский район";"ул. Солянка (напротив д.8)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"454f97db-4cd4-4c14-b429-b3a33431c56d";"0101000000A0FEB3E6C7D142407D5A457F68E04B40";"";
"673";"Пункт проката велосипедов № 55";"12";"";"1035336801";"37.5896349";"55.7400913";"Центральный административный округ";"район Хамовники";"ул. Пречистенка, д.34";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"8cab18b2-38f9-41d7-864e-35f1ad87817c";"0101000000450A0A2879CB4240EEC6CC4FBBDE4B40";"";
"674";"Пункт проката велосипедов № 61";"12";"";"1035336803";"37.60565";"55.76949";"Центральный административный округ";"Тверской район";"Малая Дмитровка, 15";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"b29debc3-2ca8-4f38-8c46-cdf01fc36a8d";"010100000044696FF085CD4240AD4CF8A57EE24B40";"";
"675";"Пункт проката велосипедов № 87";"12";"";"1035338148";"37.64112";"55.74625";"Центральный административный округ";"Таганский район";"Котельническая наб., д.1/15, стр.10";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"2bb828a0-551a-46a6-a02e-442753d00286";"0101000000E0675C3810D24240EC51B81E85DF4B40";"";
"676";"Пункт проката велосипедов № 88";"12";"";"1035338149";"37.64619";"55.7409";"Центральный административный округ";"Таганский район";"Котельническая наб., (напротив д.33)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"2ddfcb3c-afb7-4530-b451-7fe25a840233";"010100000049809A5AB6D242409FCDAACFD5DE4B40";"";
"677";"Пункт проката велосипедов № 136";"12";"";"1035338150";"37.656429";"55.763292";"Центральный административный округ";"Басманный район";"ул. Земляной Вал, д.2";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"cd3ab086-64c0-4135-b497-2250feb2b91d";"0101000000B0928FDD05D4424033A6608DB3E14B40";"";
"678";"Пункт проката велосипедов № 144";"12";"";"1035338151";"37.655467";"55.749356";"Центральный административный округ";"Таганский район";"ул. Земляной Вал, д.52/16, стр.2";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"b355e9bb-aa66-4c80-9a8e-cfd528ad0ba0";"0101000000BA4DB857E6D34240DB87BCE5EADF4B40";"";
"679";"Пункт проката велосипедов № 147";"12";"";"1035338152";"37.647831";"55.737643";"Центральный административный округ";"Таганский район";"Гончарная наб., д.3, стр.3";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"a5430b46-047e-49a9-bdf4-3b42d409bb40";"0101000000E02A4F20ECD24240C98FF8156BDE4B40";"";
"680";"Пункт проката велосипедов № 232";"12";"";"1035338153";"37.586215";"55.773300";"Центральный административный округ";"Пресненский район";"2-я Брестская ул., д.31";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"ac633a19-6736-44c7-bbf6-b1ce9c7e32b2";"01010000005BB6D61709CB424097FF907EFBE24B40";"";
"681";"Пункт проката велосипедов № 242";"12";"";"1035338154";"37.47951";"55.70916";"Западный административный округ";"район Очаково-Матвеевское";"ул. Веерная, д.30, к.1";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"7a6218ab-c98e-4ff0-90d0-af60a3de1204";"01010000006F0D6C9560BD4240D0D03FC1C5DA4B40";"";
"682";"Пункт проката велосипедов № 258";"12";"";"1035338155";"37.46964";"55.70852";"Западный административный округ";"район Очаково-Матвеевское";"ул. Нежинская, д.13";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"ec822b1b-2861-4e30-91ee-2d08d65b576c";"01010000005C72DC291DBC4240ED478AC8B0DA4B40";"";
"683";"Пункт проката велосипедов № 266";"9";"";"1035338156";"37.46233";"55.70891";"Западный административный округ";"район Очаково-Матвеевское";"ул. Нежинская, д.25";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"fa7c5e57-350d-4b47-9042-b32ffc16fd18";"0101000000D7FA22A12DBB424058E71890BDDA4B40";"";
"684";"Пункт проката велосипедов № 269";"9";"";"1035338157";"37.45839";"55.7034";"Западный административный округ";"район Очаково-Матвеевское";"ул. Матвеевская, д.9";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"76f31674-892e-40e3-a38d-aad5b2d887c7";"01010000001F680586ACBA4240D200DE0209DA4B40";"";
"685";"Пункт проката велосипедов № 274";"9";"";"1035338158";"37.46402";"55.70282";"Западный административный округ";"район Очаково-Матвеевское";"ул. Матвеевская, д.24";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"974565fc-520b-4326-9301-28cb3ec454d4";"01010000004F58E20165BB4240C47C7901F6D94B40";"";
"686";"Пункт проката велосипедов № 277";"18";"";"1035338159";"37.61932";"55.68961";"Южный административный округ";"Нагорный район";"МЦК Верхние Котлы";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"9335bd13-aa1d-47a5-bf34-ba8ad5382e85";"01010000001EE1B4E045CF42404E7FF62345D84B40";"";
"687";"Пункт проката велосипедов № 293";"12";"";"1035338160";"37.4617";"55.68626";"Западный административный округ";"район Очаково-Матвеевское";"ул. Большая Очаковская, д.7";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"11c1682e-8726-4cb1-9baa-4b5da08d7b04";"0101000000174850FC18BB4240C746205ED7D74B40";"";
"689";"Пункт проката велосипедов № 295";"20";"";"1035338162";"37.45159";"55.67135";"Западный административный округ";"район Очаково-Матвеевское";"ул. Озёрная, д.31, к.3 (ст. м. Озёрная, выход №4)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"25c1b931-3cc4-4245-ad2f-ad1329af5bdc";"0101000000AF997CB3CDB94240B515FBCBEED54B40";"";
"690";"Пункт проката велосипедов № 297";"9";"";"1035338163";"37.46851";"55.6744";"Западный административный округ";"район Тропарёво-Никулино";"Мичуринский пр-т, Олимпийская Деревня, д.4, к.2";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"e43b2a99-784c-4ad3-a5e7-2abf1feb8599";"0101000000ABECBB22F8BB424011363CBD52D64B40";"";
"691";"Пункт проката велосипедов № 298";"9";"";"1035338164";"37.47848";"55.67008";"Западный административный округ";"район Тропарёво-Никулино";"пр-т Вернадского, д.78, стр.4";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"b5ba5102-b95a-481e-b630-d6200040cad3";"010100000021E527D53EBD424012DA722EC5D54B40";"";
"692";"Пункт проката велосипедов № 299";"9";"";"1035338165";"37.46636";"55.66533";"Западный административный округ";"район Тропарёво-Никулино";"ул. Академика Анохина, д.12, к.2";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"a8e267c9-48ae-43aa-aedf-bc42e28ed003";"0101000000CF143AAFB1BB42401A868F8829D54B40";"";
"693";"Пункт проката велосипедов № 366";"12";"";"1035338166";"37.49824";"55.7236";"Западный административный округ";"район Дорогомилово";"ст. м. Минская (выход №1)";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"e331325f-9558-4f37-958f-40c719a308ec";"01010000008FC70C54C6BF42405BB1BFEC9EDC4B40";"";
"694";"Пункт проката велосипедов № 400";"12";"";"1035338167";"37.5877702";"55.780759";"Центральный административный округ";"Тверской район";"2-й Лесной пер., д.11, стр.2";"";"Департамент транспорта и развития дорожно-транспортной инфраструктуры города Москвы";"АО «СитиБайк»";"www.velobike.ru";"90d43893-19b8-463e-a5fb-c4aa219c0765";"01010000001D48CD0D3CCB4240628731E9EFE34B40";"";
